Pavarde              Vardas              Galutinis
Pavarde2769          Vardas2769          5.60
Pavarde2770          Vardas2770          7.80
Pavarde2772          Vardas2772          5.40
Pavarde2773          Vardas2773          8.40
Pavarde2775          Vardas2775          6.00
Pavarde2781          Vardas2781          8.00
Pavarde2783          Vardas2783          6.20
Pavarde2784          Vardas2784          8.00
Pavarde2785          Vardas2785          7.40
Pavarde2786          Vardas2786          7.60
Pavarde2787          Vardas2787          7.80
Pavarde2790          Vardas2790          6.80
Pavarde2791          Vardas2791          8.00
Pavarde2792          Vardas2792          7.60
Pavarde2795          Vardas2795          7.60
Pavarde2796          Vardas2796          5.20
Pavarde2797          Vardas2797          6.80
Pavarde2799          Vardas2799          6.00
Pavarde2802          Vardas2802          9.20
Pavarde2803          Vardas2803          8.20
Pavarde2805          Vardas2805          8.00
Pavarde2806          Vardas2806          5.40
Pavarde2807          Vardas2807          8.40
Pavarde2808          Vardas2808          8.40
Pavarde2809          Vardas2809          6.40
Pavarde2810          Vardas2810          8.00
Pavarde2811          Vardas2811          7.00
Pavarde2812          Vardas2812          5.60
Pavarde2817          Vardas2817          8.20
Pavarde2818          Vardas2818          7.00
Pavarde2821          Vardas2821          5.60
Pavarde2822          Vardas2822          5.60
Pavarde2823          Vardas2823          5.00
Pavarde2826          Vardas2826          9.20
Pavarde2827          Vardas2827          5.00
Pavarde2828          Vardas2828          8.00
Pavarde2829          Vardas2829          6.20
Pavarde2830          Vardas2830          7.00
Pavarde2832          Vardas2832          7.40
Pavarde2833          Vardas2833          6.60
Pavarde2840          Vardas2840          6.60
Pavarde2841          Vardas2841          7.00
Pavarde2842          Vardas2842          7.00
Pavarde2845          Vardas2845          7.00
Pavarde2846          Vardas2846          5.80
Pavarde2849          Vardas2849          5.20
Pavarde2850          Vardas2850          6.20
Pavarde2852          Vardas2852          7.80
Pavarde2853          Vardas2853          7.20
Pavarde2854          Vardas2854          8.20
Pavarde2855          Vardas2855          5.20
Pavarde2856          Vardas2856          7.40
Pavarde2858          Vardas2858          7.80
Pavarde2859          Vardas2859          8.00
Pavarde2860          Vardas2860          5.00
Pavarde2862          Vardas2862          8.00
Pavarde2863          Vardas2863          9.20
Pavarde2864          Vardas2864          5.80
Pavarde2867          Vardas2867          6.20
Pavarde2868          Vardas2868          6.60
Pavarde2869          Vardas2869          6.20
Pavarde2870          Vardas2870          5.40
Pavarde2871          Vardas2871          5.40
Pavarde2873          Vardas2873          6.40
Pavarde2875          Vardas2875          7.20
Pavarde2876          Vardas2876          8.20
Pavarde2877          Vardas2877          8.00
Pavarde2879          Vardas2879          7.00
Pavarde2881          Vardas2881          7.00
Pavarde2882          Vardas2882          7.20
Pavarde2883          Vardas2883          8.80
Pavarde2884          Vardas2884          7.80
Pavarde2885          Vardas2885          5.40
Pavarde2886          Vardas2886          5.00
Pavarde2887          Vardas2887          5.20
Pavarde2889          Vardas2889          7.60
Pavarde2890          Vardas2890          6.60
Pavarde2892          Vardas2892          7.60
Pavarde2894          Vardas2894          6.40
Pavarde2896          Vardas2896          7.80
Pavarde2897          Vardas2897          7.20
Pavarde2898          Vardas2898          6.40
Pavarde2900          Vardas2900          7.40
Pavarde2901          Vardas2901          5.00
Pavarde2902          Vardas2902          7.00
Pavarde2903          Vardas2903          5.40
Pavarde2904          Vardas2904          6.60
Pavarde2906          Vardas2906          7.20
Pavarde2908          Vardas2908          7.80
Pavarde2909          Vardas2909          5.80
Pavarde2910          Vardas2910          5.80
Pavarde2911          Vardas2911          8.20
Pavarde2912          Vardas2912          5.20
Pavarde2914          Vardas2914          7.60
Pavarde2916          Vardas2916          6.60
Pavarde2917          Vardas2917          5.00
Pavarde2918          Vardas2918          7.60
Pavarde2921          Vardas2921          7.00
Pavarde2922          Vardas2922          7.20
Pavarde2924          Vardas2924          7.80
Pavarde2927          Vardas2927          8.20
Pavarde2928          Vardas2928          7.80
Pavarde2929          Vardas2929          8.20
Pavarde2931          Vardas2931          8.60
Pavarde2932          Vardas2932          5.40
Pavarde2933          Vardas2933          7.80
Pavarde2934          Vardas2934          7.80
Pavarde2935          Vardas2935          6.80
Pavarde2938          Vardas2938          7.20
Pavarde2939          Vardas2939          8.40
Pavarde2940          Vardas2940          5.60
Pavarde2941          Vardas2941          6.00
Pavarde2943          Vardas2943          7.40
Pavarde2945          Vardas2945          7.80
Pavarde2947          Vardas2947          5.20
Pavarde2949          Vardas2949          5.60
Pavarde2951          Vardas2951          8.80
Pavarde2952          Vardas2952          6.00
Pavarde2954          Vardas2954          8.40
Pavarde2958          Vardas2958          6.40
Pavarde2959          Vardas2959          5.00
Pavarde2960          Vardas2960          5.60
Pavarde2963          Vardas2963          5.00
Pavarde2965          Vardas2965          7.80
Pavarde2967          Vardas2967          6.80
Pavarde2968          Vardas2968          7.80
Pavarde2969          Vardas2969          5.20
Pavarde2970          Vardas2970          5.80
Pavarde2972          Vardas2972          6.20
Pavarde2974          Vardas2974          5.60
Pavarde2975          Vardas2975          5.00
Pavarde2977          Vardas2977          6.80
Pavarde2978          Vardas2978          7.00
Pavarde2980          Vardas2980          7.00
Pavarde2981          Vardas2981          8.00
Pavarde2982          Vardas2982          5.00
Pavarde2983          Vardas2983          6.20
Pavarde2984          Vardas2984          6.00
Pavarde2985          Vardas2985          7.80
Pavarde2986          Vardas2986          6.80
Pavarde2989          Vardas2989          5.40
Pavarde2990          Vardas2990          7.60
Pavarde2992          Vardas2992          7.00
Pavarde2993          Vardas2993          6.00
Pavarde2995          Vardas2995          6.60
Pavarde2996          Vardas2996          8.00
Pavarde2997          Vardas2997          7.20
Pavarde2998          Vardas2998          8.40
Pavarde2999          Vardas2999          5.40
Pavarde3000          Vardas3000          8.40
Pavarde3001          Vardas3001          7.20
Pavarde3002          Vardas3002          7.60
Pavarde3006          Vardas3006          6.20
Pavarde3007          Vardas3007          7.60
Pavarde3008          Vardas3008          8.20
Pavarde3009          Vardas3009          5.20
Pavarde3010          Vardas3010          8.40
Pavarde3013          Vardas3013          8.00
Pavarde3014          Vardas3014          5.20
Pavarde3016          Vardas3016          5.40
Pavarde3017          Vardas3017          5.00
Pavarde3018          Vardas3018          5.60
Pavarde3021          Vardas3021          6.20
Pavarde3023          Vardas3023          8.80
Pavarde3026          Vardas3026          7.80
Pavarde3027          Vardas3027          7.80
Pavarde3028          Vardas3028          5.60
Pavarde3033          Vardas3033          6.60
Pavarde3034          Vardas3034          5.40
Pavarde3035          Vardas3035          8.40
Pavarde3036          Vardas3036          5.60
Pavarde3037          Vardas3037          7.80
Pavarde3038          Vardas3038          8.20
Pavarde3039          Vardas3039          6.40
Pavarde3042          Vardas3042          6.20
Pavarde3044          Vardas3044          5.80
Pavarde3045          Vardas3045          5.40
Pavarde3049          Vardas3049          6.00
Pavarde3051          Vardas3051          6.20
Pavarde3052          Vardas3052          7.40
Pavarde3053          Vardas3053          5.00
Pavarde3055          Vardas3055          5.80
Pavarde3056          Vardas3056          6.20
Pavarde3057          Vardas3057          5.40
Pavarde3058          Vardas3058          7.00
Pavarde3059          Vardas3059          6.60
Pavarde3060          Vardas3060          7.00
Pavarde3061          Vardas3061          6.40
Pavarde3062          Vardas3062          7.60
Pavarde3063          Vardas3063          6.00
Pavarde3064          Vardas3064          8.80
Pavarde3065          Vardas3065          5.80
Pavarde3066          Vardas3066          7.00
Pavarde3067          Vardas3067          6.00
Pavarde3068          Vardas3068          6.60
Pavarde3072          Vardas3072          5.40
Pavarde3073          Vardas3073          5.20
Pavarde3075          Vardas3075          7.60
Pavarde3076          Vardas3076          5.20
Pavarde3077          Vardas3077          7.40
Pavarde3078          Vardas3078          8.40
Pavarde3079          Vardas3079          8.00
Pavarde3080          Vardas3080          6.40
Pavarde3081          Vardas3081          5.60
Pavarde3084          Vardas3084          7.60
Pavarde3086          Vardas3086          5.40
Pavarde3087          Vardas3087          8.00
Pavarde3091          Vardas3091          8.60
Pavarde3092          Vardas3092          6.80
Pavarde3094          Vardas3094          7.20
Pavarde3095          Vardas3095          7.20
Pavarde3096          Vardas3096          7.60
Pavarde3097          Vardas3097          7.60
Pavarde3098          Vardas3098          7.60
Pavarde3100          Vardas3100          5.20
Pavarde3101          Vardas3101          5.00
Pavarde3102          Vardas3102          5.20
Pavarde3104          Vardas3104          6.20
Pavarde3105          Vardas3105          6.80
Pavarde3107          Vardas3107          6.20
Pavarde3108          Vardas3108          5.60
Pavarde3109          Vardas3109          8.00
Pavarde3110          Vardas3110          7.40
